country_code,country_name,region,colonial_history,width,height,aspect_ratio,hex_colors,color_percentages,unique_colors,most_common_color,has_red,has_blue,has_green,has_yellow,has_white,has_black,has_orange,has_purple,horizontal_symmetry,vertical_symmetry,horizontal_stripes,vertical_stripes,cross,saltire,canton,circle,star,crescent,triangle,emblem,aspect_ratio_category,horizontal_symmetry_level,vertical_symmetry_level,complexity_score
ad,ad,Unknown,Unknown,600,420,1.4285714285714286,"['#0018a7', '#d01039', '#fbdb02', '#be9f68', '#dd681e']","[0.32, 0.32233333333333336, 0.274, 0.06766666666666667, 0.016]",3,red,True,True,False,True,False,False,False,False,0.9546508247743541,0.4394587924058513,False,True,True,False,True,False,True,False,True,True,Other,High,Low,7
ae,United Arab Emirates,Middle East,British,600,300,2.0,"['#01843d', '#fefffe', '#c7102e', '#010101', '#ecefed']","[0.25, 0.222, 0.25, 0.25, 0.028]",4,white,True,False,True,False,True,True,False,False,0.8352941176470589,0.7418300653594772,True,True,True,False,True,False,False,False,False,False,1:2,Medium,Medium,7
af,af,Unknown,Unknown,600,400,1.5,"['#017936', '#d1291b', '#000000', '#648c76', '#e5887f']","[0.3045, 0.23016666666666666, 0.3025, 0.0535, 0.10933333333333334]",4,red,True,False,True,False,False,True,False,False,0.8920030718954248,0.4954939215686275,False,True,True,False,True,False,True,False,True,True,2:3,High,Low,8
ag,ag,Unknown,Unknown,600,400,1.5,"['#efc618', '#cc1226', '#030100', '#fefbfb', '#0e75c0']","[0.052, 0.5038333333333334, 0.25483333333333336, 0.07333333333333333, 0.116]",5,yellow,True,True,False,True,True,True,False,False,0.5813070588235294,0.9979056862745098,True,True,True,False,True,False,False,False,True,False,2:3,Low,High,8
al,al,Unknown,Unknown,600,428,1.4018691588785046,"['#fe0000', '#030000', '#720000', '#b70000', '#3c0000']","[0.8333333333333334, 0.092, 0.023666666666666666, 0.03, 0.021]",2,red,True,False,False,False,False,True,False,False,0.912596084539735,0.9974045262964999,False,False,True,False,False,False,True,False,False,False,Other,High,High,4
am,am,Unknown,Unknown,600,300,2.0,"['#0033a0', '#f2a800', '#d80012', '#113593', '#de9f0c']","[0.3, 0.31666666666666665, 0.3333333333333333, 0.03333333333333333, 0.016666666666666666]",3,blue,True,True,False,True,False,False,False,False,0.6026143790849674,1.0,True,False,True,False,True,False,False,False,False,False,1:2,Low,High,5
ao,ao,Unknown,Unknown,600,400,1.5,"['#f9c800', '#000000', '#cb092e', '#ce820a', '#604d00']","[0.030333333333333334, 0.4658333333333333, 0.479, 0.016166666666666666, 0.008666666666666666]",3,red,True,False,False,True,False,True,False,False,0.699107091503268,0.9605655882352941,True,True,False,False,True,False,True,False,True,False,2:3,Low,High,6
ar,Argentina,South America,Spanish,600,375,1.6,"['#74acdf', '#fdfefe', '#ddb989', '#d3911d', '#ebd9c5']","[0.6666666666666666, 0.29633333333333334, 0.01633333333333333, 0.011666666666666667, 0.009]",4,yellow,True,True,False,True,True,False,False,False,0.9894897417077347,0.9901127668845315,True,False,True,False,True,False,True,False,False,True,3:5,High,High,8
at,Austria,Europe,None,600,400,1.5,"['#fffeff', '#ed2938', '#ee3b49', '#feecef', '#ed2536']","[0.3, 0.6, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333]",2,red,True,False,False,False,True,False,False,False,1.0,1.0,True,False,True,False,True,False,False,False,False,False,2:3,High,High,4
au,Australia,Oceania,British,600,300,2.0,"['#012169', '#f6f2f5', '#e40930', '#d198ae', '#455c91']","[0.7633333333333333, 0.09233333333333334, 0.08666666666666667, 0.028333333333333332, 0.029333333333333333]",4,blue,True,True,False,True,True,False,False,False,0.8028305882352942,0.7978038344226579,True,True,False,False,True,False,True,False,False,True,1:2,Medium,Medium,8
az,az,Unknown,Unknown,600,300,2.0,"['#fef5f6', '#3f9b34', '#00b8e3', '#eb2a3a', '#f8adb3']","[0.011333333333333334, 0.3333333333333333, 0.3333333333333333, 0.31433333333333335, 0.007666666666666666]",5,white,True,True,True,True,True,False,False,False,0.9494754684095861,0.9891895424836601,True,False,False,False,False,False,False,False,False,False,1:2,High,High,6
ba,ba,Unknown,Unknown,600,300,2.0,"['#fdcb00', '#002395', '#edeff7', '#6f82c3', '#7e764a']","[0.24166666666666667, 0.6876666666666666, 0.03166666666666667, 0.022333333333333334, 0.016666666666666666]",4,blue,True,True,False,True,True,False,False,False,0.8095358605664488,0.8741220043572985,False,True,True,False,False,False,False,False,False,False,1:2,Medium,High,6
bb,bb,Unknown,Unknown,600,400,1.5,"['#46370a', '#00257f', '#fec725', '#030300', '#a88c38']","[0.013333333333333334, 0.66, 0.2735, 0.026, 0.027166666666666665]",4,red,True,True,False,True,False,True,False,False,0.9804647712418301,0.9985609150326797,True,True,True,False,True,False,True,False,False,False,2:3,High,High,8
bd,Bangladesh,Asia,British,600,360,1.6666666666666667,"['#f42940', '#006a4d', '#924346', '#3e594a', '#d63242']","[0.19733333333333333, 0.784, 0.008, 0.004, 0.006666666666666667]",3,red,True,False,True,False,False,False,False,False,0.9997724763979666,0.9824116194625998,False,False,False,False,False,False,True,False,False,False,3:5,High,High,4
be,Belgium,Europe,None,600,520,1.1538461538461537,"['#fae042', '#000000', '#ed2839', '#a6952c', '#f6a23e']","[0.32, 0.33, 0.33, 0.01, 0.01]",3,yellow,True,False,False,True,False,True,False,False,1.0,0.5947712418300654,False,True,True,False,True,False,False,False,False,False,Other,High,Low,5
bf,bf,Unknown,Unknown,600,400,1.5,"['#009e49', '#ee2b2d', '#f9cb17', '#93bb2b', '#179745']","[0.473, 0.4886666666666667, 0.019333333333333334, 0.002, 0.017]",3,green,True,False,True,True,False,False,False,False,0.9863180065359477,0.9992466993464052,False,False,False,False,False,False,False,False,False,False,2:3,High,High,3
bg,bg,Unknown,Unknown,600,360,1.6666666666666667,"['#ffffff', '#00956d', '#d52612', '#149e79', '#ebf7f4']","[0.31666666666666665, 0.31666666666666665, 0.3333333333333333, 0.016666666666666666, 0.016666666666666666]",3,white,True,False,True,False,True,False,False,False,0.5633986928104575,1.0,True,False,True,False,True,False,False,False,False,False,3:5,Low,High,5
bh,bh,Unknown,Unknown,600,360,1.6666666666666667,"['#cd1025', '#fefefe', '#eb9fa8', '#dd5968', '#f4c8cd']","[0.665, 0.315, 0.005, 0.01, 0.005]",3,red,True,False,False,True,True,False,False,False,1.0,0.5437254901960784,False,True,True,False,True,False,False,False,False,False,3:5,High,Low,5
bi,bi,Unknown,Unknown,600,360,1.6666666666666667,"['#fdfefd', '#c76362', '#1eb53a', '#cd1125', '#bcccad']","[0.32166666666666666, 0.015, 0.33466666666666667, 0.29533333333333334, 0.03333333333333333]",3,red,True,False,True,False,True,False,False,False,0.983852033405955,0.9932639433551198,True,False,False,False,False,False,True,False,False,True,3:5,High,High,6
bj,bj,Unknown,Unknown,600,400,1.5,"['#fcd115', '#008751', '#e7112c', '#12854d', '#f3c419']","[0.2851666666666667, 0.39, 0.3, 0.01, 0.014833333333333334]",3,yellow,True,False,True,True,False,False,False,False,0.7247058823529412,0.7694117647058824,True,True,False,False,False,False,False,False,False,False,2:3,Medium,Medium,5
bn,bn,Unknown,Unknown,600,300,2.0,"['#c12d27', '#f6df17', '#fefdfb', '#060302', '#cba190']","[0.065, 0.5385, 0.20416666666666666, 0.172, 0.02033333333333333]",4,yellow,True,False,False,True,True,True,False,False,0.6931388235294118,0.7815857952069717,True,False,True,False,True,False,True,False,True,True,1:2,Low,Medium,8
bo,bo,Unknown,Unknown,600,409,1.466992665036675,"['#498370', '#b8a63c', '#d22111', '#01702d', '#eee33c']","[0.010333333333333333, 0.0225, 0.3466666666666667, 0.3385, 0.282]",3,green,True,False,True,True,False,False,False,False,0.9348291682686146,0.9858653179283123,True,False,True,False,True,False,True,False,True,True,2:3,High,High,7
br,Brazil,South America,Portuguese,600,420,1.4285714285714286,"['#072b77', '#fbde01', '#009b39', '#9ec4bd', '#84ad25']","[0.11933333333333333, 0.16416666666666666, 0.678, 0.015, 0.0235]",3,green,False,True,True,True,False,False,False,False,0.9793147214441332,0.9783993152816682,False,True,False,False,False,True,True,False,False,True,Other,High,High,7
bs,bs,Unknown,Unknown,600,300,2.0,"['#00778a', '#fcc62c', '#000000', '#003942', '#765d16']","[0.5676666666666667, 0.21166666666666667, 0.21166666666666667, 0.006, 0.003]",4,blue,True,True,False,True,False,True,False,False,0.999557559912854,0.8127939869281046,True,True,True,False,True,False,True,False,False,False,1:2,High,Medium,8
bt,bt,Unknown,Unknown,600,400,1.5,"['#fe4e12', '#fed420', '#eae9e7', '#e7c090', '#ee7a4b']","[0.3893333333333333, 0.43166666666666664, 0.12133333333333333, 0.0375, 0.020166666666666666]",3,red,True,False,False,True,True,False,False,False,0.7596608823529412,0.7298672875816994,True,True,False,False,True,False,True,False,True,True,2:3,Medium,Medium,7
bw,bw,Unknown,Unknown,600,400,1.5,"['#6ca8d1', '#000000', '#f4f4f4', '#b5d3e9', '#141414']","[0.7333333333333333, 0.13333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333]",3,blue,False,True,False,False,True,True,False,False,1.0,1.0,True,False,True,False,False,False,False,False,False,False,2:3,High,High,5
by,by,Unknown,Unknown,600,300,2.0,"['#d12730', '#009638', '#e8a7a9', '#dd696f', '#f9e4e5']","[0.622, 0.29333333333333333, 0.029833333333333333, 0.0295, 0.025333333333333333]",4,red,True,False,True,True,True,False,False,False,0.4180280610021786,0.8955785620915033,False,True,False,False,False,False,True,False,True,True,1:2,Low,High,7
bz,bz,Unknown,Unknown,600,360,1.6666666666666667,"['#181695', '#d60f1a', '#b3c0a3', '#ecefeb', '#6b8b42']","[0.6403333333333333, 0.2, 0.05733333333333333, 0.059166666666666666, 0.043166666666666666]",5,blue,True,True,True,False,True,False,False,False,0.948098547567175,0.9599766158315178,True,True,True,False,True,False,True,False,True,True,3:5,High,High,10
ca,Canada,North America,British,600,300,2.0,"['#d52b1e', '#fefefe', '#e16b62', '#eda6a1', '#fbeae9']","[0.625, 0.32616666666666666, 0.010666666666666666, 0.010333333333333333, 0.027833333333333335]",3,red,True,False,False,True,True,False,False,False,0.9696121132897604,0.9975311546840958,True,True,False,False,False,False,True,False,False,False,1:2,High,High,6
cd,cd,Unknown,Unknown,600,450,1.3333333333333333,"['#ce1020', '#007ffe', '#f4d41a', '#7daa89', '#e2731c']","[0.191, 0.6588333333333334, 0.10866666666666666, 0.023166666666666665, 0.018333333333333333]",4,red,True,True,False,True,False,False,False,False,0.7273733333333333,0.727477850399419,False,False,False,False,False,False,False,False,False,False,Other,Medium,Medium,4
cf,cf,Unknown,Unknown,600,400,1.5,"['#d20f33', '#fcfbfb', '#033081', '#fccc00', '#2b9629']","[0.16, 0.21, 0.19933333333333333, 0.21866666666666668, 0.212]",5,red,True,True,True,True,True,False,False,False,0.5941760130718954,0.9885812418300653,True,True,True,False,True,False,True,False,False,False,2:3,Low,High,9
cg,cg,Unknown,Unknown,600,400,1.5,"['#fadd49', '#009543', '#dc241f', '#7bb846', '#eb7f34']","[0.327, 0.33, 0.33, 0.0065, 0.0065]",3,green,True,False,True,True,False,False,False,False,0.7408104575163399,0.7359117647058824,False,True,False,False,True,False,False,False,False,False,2:3,Medium,Medium,4
ch,Switzerland,Europe,None,600,600,1.0,"['#fefeff', '#d9281b', '#e67169', '#f1ada8', '#f5c7c3']","[0.18133333333333335, 0.786, 0.012, 0.014, 0.006666666666666667]",3,red,True,False,False,True,True,False,False,False,1.0,1.0,True,True,True,False,True,False,False,False,False,False,1:1 (Square),High,High,6
ci,Ivory Coast,Africa,French,600,400,1.5,"['#ffffff', '#f77e00', '#009d5f', '#a9deca', '#fcd4a9']","[0.32, 0.33, 0.33, 0.01, 0.01]",4,green,True,False,True,True,True,False,False,False,1.0,0.8849673202614379,False,True,True,False,True,False,False,False,False,False,2:3,High,High,6
cl,Chile,South America,Spanish,600,400,1.5,"['#fefefe', '#d42b1e', '#0138a5', '#a9bce0', '#587cc4']","[0.3388333333333333, 0.5, 0.15, 0.007166666666666667, 0.004]",3,blue,True,True,False,False,True,False,False,False,0.2973661437908497,0.9338126797385621,True,True,False,False,True,False,False,False,False,False,2:3,Low,High,5
cm,Cameroon,Africa,French/British,600,400,1.5,"['#ce1025', '#007a5e', '#fcd115', '#df5920', '#893439']","[0.30333333333333334, 0.33, 0.341, 0.015666666666666666, 0.01]",3,red,True,False,True,True,False,False,False,False,0.9932803921568627,0.641244183006536,False,True,True,False,True,False,False,False,False,False,2:3,High,Low,5
cn,China,Asia,None,600,400,1.5,"['#ed1b25', '#fbca08', '#f68f12', '#f2531b', '#fefd00']","[0.9656666666666667, 0.006333333333333333, 0.006, 0.0075, 0.0145]",2,red,True,False,False,True,False,False,False,False,0.9744233333333333,0.9744233333333333,False,False,False,False,False,False,True,False,False,False,2:3,High,High,3
co,Colombia,South America,Spanish,600,400,1.5,"['#fcd115', '#003793', '#cd1126', '#113c89', '#e7c520']","[0.48333333333333334, 0.21666666666666667, 0.25, 0.03333333333333333, 0.016666666666666666]",3,yellow,True,True,False,True,False,False,False,False,0.45882352941176474,1.0,True,False,False,False,True,False,False,False,False,False,2:3,Low,High,4
cr,cr,Unknown,Unknown,600,360,1.6666666666666667,"['#ce1327', '#fcfbfb', '#022c7f', '#657048', '#baaba9']","[0.29733333333333334, 0.3445, 0.33566666666666667, 0.008666666666666666, 0.013833333333333333]",5,red,True,True,True,False,True,False,False,False,0.9900425199709514,0.9638990922294843,True,True,True,False,True,False,True,False,True,True,3:5,High,High,10
cu,cu,Unknown,Unknown,600,300,2.0,"['#eceaf2', '#022b8f', '#cd142b', '#e27280', '#fefefe']","[0.05533333333333333, 0.487, 0.1995, 0.006666666666666667, 0.2515]",3,white,True,True,False,False,True,False,False,False,0.992798082788671,0.8829800435729848,True,True,False,False,True,False,True,False,False,False,1:2,High,High,6
cv,cv,Unknown,Unknown,600,352,1.7045454545454546,"['#003893', '#f9f7f7', '#d0262d', '#eace39', '#3a5f8c']","[0.715, 0.159, 0.08333333333333333, 0.014666666666666666, 0.028]",4,blue,True,True,False,True,True,False,False,False,0.7753220068330362,0.9804372029114676,True,False,False,False,True,False,False,False,False,True,Other,Medium,High,6
cy,cy,Unknown,Unknown,600,400,1.5,"['#d57801', '#fefefe', '#e3a75a', '#7f886a', '#d2cdb9']","[0.07933333333333334, 0.8756666666666667, 0.010166666666666666, 0.012333333333333333, 0.0225]",4,gray,True,False,False,True,True,False,False,False,0.9342342156862745,0.9590665032679738,True,True,True,False,False,False,True,False,False,True,2:3,High,High,9
cz,Czech Republic,Europe,None,600,400,1.5,"['#fefefe', '#d6141a', '#11457e', '#849fbc', '#732c4c']","[0.3725, 0.3725, 0.245, 0.005, 0.005]",3,red,True,True,False,False,True,False,False,False,0.48244117647058826,0.7045849673202614,True,True,True,False,True,False,False,False,False,False,2:3,Low,Medium,6
de,Germany,Europe,None,600,360,1.6666666666666667,"['#dd0000', '#000000', '#fecd00', '#cc0000', '#100000']","[0.31666666666666665, 0.31666666666666665, 0.3333333333333333, 0.016666666666666666, 0.016666666666666666]",3,red,True,False,False,True,False,True,False,False,0.8457516339869281,1.0,True,False,False,False,True,False,False,False,False,False,3:5,Medium,High,4
dj,dj,Unknown,Unknown,600,400,1.5,"['#6ab2e6', '#12ad2b', '#fefefe', '#da262b', '#bbcfbe']","[0.3541666666666667, 0.3541666666666667, 0.2663333333333333, 0.014333333333333333, 0.011]",5,blue,True,True,True,False,True,False,False,False,0.8502868954248366,0.7348880718954248,False,True,True,False,True,False,True,False,False,False,2:3,High,Medium,8
dk,Denmark,Europe,None,600,454,1.3215859030837005,"['#c50c30', '#ffffff', '#e696a5', '#d6516b', '#c30328']","[0.688, 0.22, 0.009, 0.03766666666666667, 0.04533333333333334]",2,red,True,False,False,False,True,False,False,False,0.9961878437131093,0.8670141948115516,True,True,True,False,True,False,False,False,False,False,Other,High,High,5
dm,dm,Unknown,Unknown,600,300,2.0,"['#016a3f', '#fad016', '#fcfbfb', '#a94b42', '#020101']","[0.6461666666666667, 0.07266666666666667, 0.07233333333333333, 0.13883333333333334, 0.07]",5,green,True,False,True,True,True,True,False,False,0.8832032679738562,0.9545159477124183,True,True,True,False,False,False,True,False,False,True,1:2,High,High,10
do,do,Unknown,Unknown,600,400,1.5,"['#fdfcfd', '#457854', '#cd1126', '#002d62', '#c1b1b6']","[0.27266666666666667, 0.007166666666666667, 0.3476666666666667, 0.3446666666666667, 0.027833333333333335]",5,white,True,True,True,False,True,False,False,False,0.6399758823529411,0.6431856209150326,True,True,True,False,True,False,True,False,True,True,2:3,Low,Low,10
